Date,Sum of Mkt-RF2,Sum of SMB2,Sum of HML2,Sum of RMW2,Sum of CMA2,Average of RF
9/1/2016,0.001010507,0.008062548,-0.00523003,-0.011021282,0.000609867,0.001
10/3/2016,-0.008950791,-0.018105009,0.018635185,0.004936025,0.001178776,0.001
11/1/2016,0.020653518,0.028069679,0.032624977,-0.00141291,0.014841852,0.001
12/1/2016,0.007779289,0.001807609,0.015192058,0.005692244,-0.001146682,0.001
1/3/2017,0.00846052,-0.005944686,-0.01172309,-0.002429411,-0.004588248,0.002
2/1/2017,0.015268802,-0.00931813,-0.006845075,0.002565404,-0.007667368,0.002
3/1/2017,0.000717241,0.003348257,-0.014422248,0.002068773,-0.004388819,0.001
4/3/2017,0.004674561,0.002159724,-0.008806554,0.007839002,-0.006301911,0.003
5/1/2017,0.004605262,-0.012784689,-0.016845227,0.00429071,-0.007761792,0.003
6/1/2017,0.003530013,0.011049573,0.006081773,-0.009427164,0.000164935,0.003
7/3/2017,0.00810491,-0.006881102,-0.000934686,-0.003407085,-0.000618615,0.004
8/1/2017,0.000820693,-0.007903031,-0.009107001,0.000836791,-0.008975232,0.004
9/1/2017,0.0108345,0.019514661,0.012979681,-0.005895573,0.007480341,0.005
10/2/2017,0.009757664,-0.008013275,0.000679989,0.004059082,-0.015079767,0.004
11/1/2017,0.013375934,-0.001296814,-0.000246321,0.013040969,-0.001778601,0.004
12/1/2017,0.004586058,-0.004645577,9.392E-05,0.003337588,0.007473393,0.004
1/2/2018,0.023542586,-0.013542846,-0.005639599,-0.003433474,-0.003898664,0.005
2/1/2018,-0.016123941,0.000916966,-0.004738544,0.002176906,-0.007578271,0.006
3/1/2018,-0.010348103,0.015641333,-0.001009189,-0.001730944,0.00094283,0.006
4/2/2018,0.001173807,0.003558562,0.00191958,-0.008994343,0.006442269,0.007
5/1/2018,0.011365114,0.019706721,-0.013032792,-0.008148577,-0.004872616,0.006
6/1/2018,0.002021571,0.003645893,-0.010214859,0.003270724,-0.000189425,0.006
7/2/2018,0.013753083,-0.008380815,0.001401057,0.006313165,0.000933665,0.008
8/1/2018,0.014696751,0.002579172,-0.016995988,-0.001213551,-0.011073109,0.007
9/4/2018,0.000378112,-0.010984941,-0.007631719,0.002618201,0.005465895,0.008
10/1/2018,-0.034641814,-0.021332381,0.015525008,0.004745738,0.015704042,0.008
11/1/2018,0.007319216,-0.003641797,0.000386846,-0.003571043,0.000637761,0.008
12/3/2018,-0.043487057,-0.013955995,-0.010017737,-0.000658597,0.000339563,0.01
1/2/2019,0.035012044,0.011565596,-0.002078015,-0.002987677,-0.006288605,0.01
2/1/2019,0.014469137,0.007210021,-0.011266638,0.000318678,-0.006022971,0.01
3/1/2019,0.004668555,-0.014847781,-0.017934105,0.002820816,-0.004062218,0.009
4/1/2019,0.016799814,-0.004792348,0.00904232,0.00717357,-0.009763746,0.01
5/1/2019,-0.031170799,-0.007398669,-0.011427033,-0.003152164,0.008125566,0.009
6/3/2019,0.029141549,0.001383599,-0.003152924,0.003339241,-0.00233608,0.009
7/1/2019,0.005291766,-0.00757743,0.001747703,-0.000494372,0.001317731,0.009
8/1/2019,-0.011252001,-0.014470493,-0.022457835,0.002260424,-0.004363746,0.007
9/3/2019,0.006093283,0.001014378,0.029061215,0.008197047,0.013117517,0.009
10/1/2019,0.008861287,0.001111889,-0.008165117,0.001964057,-0.004247892,0.007
11/1/2019,0.016511726,0.001700587,-0.008613542,-0.006383152,-0.006094428,0.006
12/2/2019,0.011834028,0.003950906,0.007509179,0.000102353,0.005231281,0.007
1/2/2020,-0.000418219,-0.019290115,-0.027889459,-0.005329196,-0.010182642,0.006
2/3/2020,-0.036785249,8.90743E-05,-0.018188918,-0.006536162,-0.012220313,0.006
3/2/2020,-0.062331887,-0.042507899,-0.069239688,-0.011967573,0.002413879,0.006
4/1/2020,0.055242092,0.011494684,-0.003177872,0.010392385,-0.003420974,0
5/1/2020,0.023660655,0.009055011,-0.01866364,0.005073482,-0.010844349,0
6/1/2020,0.010796321,0.00967297,-0.006908752,0.000914472,0.000552925,0
7/1/2020,0.024314702,-0.0129995,-0.006431464,0.001793061,0.004031348,0
8/3/2020,0.032013822,-0.003578764,-0.012347023,0.017309097,-0.004762133,0
9/1/2020,-0.015988142,-0.000198499,-0.013331043,-0.005927856,-0.008376418,0
10/1/2020,-0.009177704,0.019933392,0.017927607,-0.003561539,-0.003156477,0
11/2/2020,0.051307754,0.026753271,0.007736588,-0.007763493,0.005209354,0
12/1/2020,0.019402267,0.01952928,-0.006948456,-0.008020664,-0.000565112,0
1/4/2021,-0.000157185,0.028168863,0.012420534,-0.015362391,0.020332146,0
2/1/2021,0.011746916,0.018675266,0.029046816,0.000316828,-0.008270904,0
3/1/2021,0.013084471,-0.003027605,0.028793405,0.025824465,0.014319388,0
4/1/2021,0.020817732,-0.012973442,-0.004455039,0.009647167,-0.011386969,0
5/3/2021,0.001190214,0.005598862,0.029410555,0.009888969,0.012807687,0
6/1/2021,0.011724129,-0.001159233,-0.033747172,-0.008872463,-0.003756456,0
7/1/2021,0.005387901,-0.019844021,-0.007230881,0.023199952,-0.002202098,0
8/2/2021,0.01248903,-0.00293807,-0.000530636,-0.001582098,-0.006646509,0
9/1/2021,-0.019387744,0.005678028,0.022316148,-0.00892208,0.009315329,0
10/1/2021,0.027999021,-0.01104828,-0.002226568,0.007252279,-0.005416692,0
11/1/2021,-0.006692852,-0.007698848,-0.002315222,0.032956102,0.006254255,0
12/1/2021,0.013212546,-0.002569833,0.01240348,0.018601872,0.017300005,0
