Date,Month,Year,MonthYear,Gold,Brent,Wheat,Soybean,Copper,KOSPI,IBOVESPA,MEXBOL,SSE,SENSEX,AUS,AUT,BEL,CAN,CHE,DEU,DNK,ESP,FIN,FRA,GBR,HKG,IRL,ITA,JPN,NLD,NOR,NZL,SGP,SWE,USA,Global,Global Ex USA,Europe,North America,Pacific,Spot return of equal-weight commodities portfolio,Carry of equal-weight commodities portfolio,Aggregate backwardation/contango,FFRENCH_MKT-RF,FFRENCH_SMB,FFRENCH_HML,FFRENCH_RMW,FFRENCH_CMA,FFRENCH_RF,VIX_logret
1/31/2020,1,2020,12020,0.046292907,-0.126456909,-0.008988825,-0.077703629,-0.105479698,-0.070623089,-0.080202315,0.013278432,-0.016263295,-0.017705958,-0.0179,0.0243,0.0828,0.0495,0.0659,0.0474,0.0452,0.0063,0.0389,0.0215,0.0429,-0.0178,0.0328,0.0352,0.0519,-0.004,-0.009,-0.0282,-0.0166,0.0145,0.0417,0.0354,0.028,0.0351,0.0421,0.0161,-0.069826751,-0.003587456,-0.00336323,-0.000418219,-0.019290115,-0.027889459,-0.005329196,-0.010182642,0.006,0.135831681
12/31/2019,12,2019,122019,0.035753913,0.055608813,0.020339684,0.072844394,0.057011208,0.071459744,0.118754003,0.052047919,0.070068833,0.018841088,0.0584,-0.1172,0.0058,0.0168,0.0134,0.0577,-0.006,0.0123,0.0267,0.0249,0.0081,-0.0212,0.0262,0.022,0.0312,0.0081,0.0298,-0.0024,0.0171,0.0065,-0.003,0.0066,0.018,0.0201,-0.0018,0.0157,0.045327732,-0.000921249,-0.003505761,0.011834028,0.003950906,0.007509179,0.000102353,0.005231281,0.007,0.038189863
11/29/2019,11,2019,112019,-0.032929071,0.035875362,0.073405725,-0.044612918,0.001515152,-0.006831005,-0.040421105,-0.029462023,-0.018811155,0.006572348,-0.0263,0.0269,-0.017,0.0361,-0.0654,-0.0506,-0.0554,-0.0298,0.0242,-0.0295,-0.0081,-0.0033,-0.0319,-0.0419,-0.0041,-0.0385,0.0445,0.1195,-0.0771,-0.0206,-0.0283,-0.0228,-0.0161,-0.0298,-0.0246,-0.009,-0.005653861,-0.011754951,-0.005276398,0.016511726,0.001700587,-0.008613542,-0.006383152,-0.006094428,0.006,-0.0201721
10/31/2019,10,2019,102019,0.02713298,-0.00909022,0.025884969,0.011795501,0.02281322,0.034166357,0.056883156,0.033922078,0.023646827,0.031496384,0.0396,-0.0968,0.0416,-0.0193,-0.007,0.0115,0.0235,0.0231,-0.0102,0.0148,0.0262,-0.0117,-0.0481,-0.0437,-0.0195,-0.0209,0.0097,0.0322,-0.032,0.0122,-0.0042,-0.0027,-0.0009,0.0095,-0.0051,-0.0101,0.016507606,0.00037895,-0.0047593,0.008861287,0.001111889,-0.008165117,0.001964057,-0.004247892,0.007,-0.08935457
9/30/2019,9,2019,92019,-0.032005458,0.005775117,0.094050258,0.055601387,0.017803463,0.056140436,0.02886325,0.024596906,0.007705262,0.047072261,-0.0018,-0.0006,0.0205,0.0153,-0.0301,-0.0618,-0.0097,0.0082,0.0294,0.003,-0.0013,-0.0239,0.0666,-0.0241,-0.03,0.0005,-0.0087,-0.0477,0.0987,-0.0012,-0.0116,-0.012,-0.0124,-0.0116,-0.01,-0.0186,0.037771172,-0.00376233,-0.002595565,0.006093283,0.001014378,0.029061215,0.008197047,0.013117517,0.009,-0.067710183
8/30/2019,8,2019,82019,0.072693335,-0.07551357,-0.076755829,-0.00813485,-0.051174851,-0.05056267,-0.102719417,-0.011466311,-0.054723814,-0.041643003,0.002,0.0247,0.0126,0.0209,0.0355,0.0158,-0.004,-0.0284,-0.0217,-0.0033,-0.0146,-0.0174,-0.0439,0.0176,0.035,0.0073,-0.0259,0.0629,0.0583,0.0011,0.0241,0.0173,0.009,0.0016,0.0239,0.0155,-0.035000628,-0.001069332,-0.000805406,-0.011252001,-0.014470493,-0.022457835,0.002260424,-0.004363746,0.007,0.070931144
7/31/2019,7,2019,72019,0.002996464,-0.020954304,-0.080318945,-0.040544178,-0.014707516,-0.07223258,0.028194829,-0.045168278,-0.018220081,-0.049017388,-0.0245,-0.0461,-0.0816,0.0168,0.0261,-0.0124,0.0088,0.0702,0.0189,0.0195,-0.0415,-0.0162,0.1095,-0.053,0.0049,-0.046,-0.0078,-0.0136,-0.0094,-0.0303,0.0213,0.009,-0.0059,-0.0088,0.0211,-0.0064,-0.011593475,0.004321217,-0.001092606,0.005291766,-0.00757743,0.001747703,-0.000494372,0.001317731,0.009,0.028963723
6/28/2019,6,2019,62019,0.076623118,0.031443372,0.048506114,0.024755132,0.024507821,0.069722524,0.062770584,0.033538444,0.032847777,0.001478008,0.0071,-0.0082,0.0272,0.042,0.0159,0.0152,-0.0057,0.0059,-0.0318,0.0244,0.0093,-0.0021,-0.0522,-0.009,-0.0077,-0.0267,0.0166,-0.007,-0.0184,-0.0033,-0.0004,0.0022,0.0054,0.0083,0.0021,-0.0046,0.023734947,-0.00561432,-0.002833231,0.029141549,0.001383599,-0.003152924,0.003339241,-0.00233608,0.009,-0.093672423
5/31/2019,5,2019,52019,0.017033292,-0.121205782,0.18391328,0.042472934,-0.094448927,-0.097932368,0.010563637,-0.076353723,-0.085101345,0.017398886,0.0013,0.113,0.002,0.0018,0.0864,0.0313,0.0216,0.1,0.0964,0.0362,-0.0056,0.0147,0.0456,0.0136,0.0464,0.0762,0.0832,-0.0225,0.0014,0.0396,0.0423,0.037,0.0307,0.0375,0.04,0.0277,-0.021723667,0.000448039,-0.004259958,-0.031170799,-0.007398669,-0.011427033,-0.003152164,0.008125566,0.009,0.154139929
4/30/2019,4,2019,42019,-0.006871385,0.06248934,-0.089646294,-0.049850947,-0.011820266,0.005486175,0.000451672,0.054299332,-0.007402445,0.005348011,-0.0171,-0.0271,-0.0922,0.0013,-0.0614,-0.0592,-0.0142,-0.0573,0.0059,-0.0712,-0.0237,-0.0071,-0.0398,0.0259,-0.0323,-0.018,-0.0093,-0.0441,-0.016,-0.0409,-0.0013,-0.0142,-0.0294,-0.041,-0.0011,-0.0213,-0.006679844,-0.006806689,-0.005370602,0.016799814,-0.004792348,0.00904232,0.00717357,-0.009763746,0.01,-0.01910362
3/29/2019,3,2019,32019,-0.016072803,0.035117431,0.01153542,-0.014873292,-0.00475706,-0.036285065,-0.042192065,0.000671254,0.04693729,0.09685339,0.0313,-0.0877,-0.0226,0.0357,0.0195,-0.0015,0.0253,-0.0253,-0.0429,0.0527,-0.0395,-0.0053,0.066,0.0111,0.0108,-0.0046,0.0071,-0.0131,0.0245,0.0494,0.0027,0.0051,0.0079,0.0034,0.0047,0.0083,0.013485389,-0.007205458,-0.007888095,0.004668555,-0.014847781,-0.017934105,0.002820816,-0.004062218,0.009,-0.032636979
2/28/2019,2,2019,22019,-0.006019976,0.064750568,-0.132287525,-0.019584132,0.057736846,-0.014710001,-0.046165907,-0.036572351,0.130174141,-0.008953329,-0.055,-0.0166,0.0181,0.0002,0.0123,-0.0264,-0.0204,-0.024,0.0785,0.0239,-0.0201,-0.0122,0.0095,-0.0409,-0.0209,-0.0369,0.0399,-0.0892,-0.0579,-0.0465,0.0001,-0.0068,-0.0148,-0.0088,0.0001,-0.0244,0.013683603,-0.010633391,-0.006741207,0.014469137,0.007210021,-0.011266638,0.000318678,-0.006022971,0.01,-0.049648074
1/31/2019,1,2019,12019,0.029774757,0.140085149,0.025988224,0.036438463,0.056704322,0.078668107,0.163330139,0.085376991,0.061903927,-0.012900124,0.0109,-0.1135,0.0156,0.0712,-0.1139,-0.0876,-0.0093,-0.0934,0.0236,-0.0075,-0.0067,-0.0293,-0.0298,-0.0315,0.0062,-0.0324,0.0311,0.013,0.0001,-0.0348,-0.0069,-0.0111,-0.0158,-0.0371,-0.0024,-0.005,0.046574005,-0.002878271,-0.003785214,0.035012044,0.011565596,-0.002078015,-0.002987677,-0.006288605,0.01,-0.185853038
12/31/2018,12,2018,122018,0.049526503,-0.087336603,-0.024535087,-0.013785561,-0.05418724,-0.022103154,-0.019494853,0.032226832,-0.025418706,-0.002776355,-0.028,-0.0421,0.0734,-0.0381,0.0454,0.0654,0.0185,0.0975,-0.029,0.006,0.0004,0.0139,0.0042,0.0183,0.018,0.0479,0.0686,-0.0142,-0.0107,0.0803,0,0.0079,0.0173,0.0319,-0.0021,0.0098,-0.039381109,0.000178464,-0.003857594,-0.043487057,-0.013955995,-0.010017737,-0.000658597,0.000339563,0.01,0.148217394
11/30/2018,11,2018,112018,0.004730471,-0.251125156,0.030014553,0.064333643,0.04360113,0.051385006,-0.012705137,-0.050918491,-0.003226395,0.109732117,0.0326,-0.0096,-0.0487,-0.019,0.022,0.0143,0.0059,0.0887,0.0182,0.0886,-0.0097,-0.014,-0.08,-0.0788,-0.0064,0.0301,0.0233,0.0131,-0.0224,0.0308,-0.0006,0.003,0.0071,0.0206,-0.0016,-0.0047,-0.012361983,-0.010828901,-0.006178922,0.007319216,-0.003641797,0.000386846,-0.003571043,0.000637761,0.008,-0.069991842
10/31/2018,10,2018,102018,0.019853997,-0.091726184,-0.016840418,-0.007717462,-0.053453427,-0.172143692,0.172184939,-0.203811101,-0.096048123,-0.071136843,-0.0056,-0.0087,-0.0314,-0.0173,0.0011,0.0065,-0.0003,0.0014,-0.0537,-0.0109,-0.024,-0.0077,-0.097,-0.0044,0.0284,-0.0261,-0.0322,-0.0331,-0.0048,-0.0103,0.0212,0.01,-0.0031,-0.013,0.0189,0.0114,-0.015665127,0.000339121,-0.005893987,-0.034641814,-0.021332381,0.015525008,0.004745738,0.015704042,0.008,0.243447374
9/28/2018,9,2018,92018,-0.008586902,0.066216266,-0.018492011,0.014894526,0.057221329,0.015216461,0.051933975,0.025288738,0.030219885,-0.088103128,0.0122,-0.0075,0.069,-0.0141,0.0125,0.0375,0.053,0.0092,-0.0855,0.0102,0.0145,-0.0052,-0.0117,-0.0231,-0.0112,-0.0204,-0.0194,0.0434,-0.0444,0.0034,-0.0063,-0.0026,0.0017,0.0117,-0.0067,-0.0078,0.014412455,-0.0045465,-0.002440088,0.000378112,-0.010984941,-0.007631719,0.002618201,0.005465895,0.008,-0.025738349
8/31/2018,8,2018,82018,-0.018967294,0.041807367,-0.065773294,-0.081519131,-0.066624396,0.007245307,-0.120774555,-0.033561112,-0.05638072,-0.007348182,-0.0315,0.0071,0.0195,0.0217,0.0345,0.0027,-0.0084,-0.0251,-0.0267,-0.0172,-0.0098,0.012,-0.0035,0.0042,-0.0028,0.0084,-0.0174,-0.0102,-0.0097,-0.0315,-0.0122,-0.007,-0.0012,-0.0038,-0.0101,-0.002,-0.017854432,-0.004323048,0.001258223,0.014696751,0.002579172,-0.016995988,-0.001213551,-0.011073109,0.007,0.001014312
7/31/2018,7,2018,72018,-0.022974666,-0.067564242,0.107117765,0.051366093,-0.041337489,-0.012105543,0.115305254,0.102489284,-0.019385124,0.06008462,0.0114,0.0052,0.0026,-0.0001,-0.0266,0.0426,-0.0491,0.0132,-0.0424,-0.0129,-0.0004,0.0107,-0.0506,-0.0261,-0.0197,-0.0052,0.0039,-0.0584,-0.0289,-0.0241,-0.0036,-0.004,-0.0045,-0.0028,-0.0034,-0.0072,-0.034173927,0.011133025,0.000776496,0.013753083,-0.008380815,0.001401057,0.006313165,0.000933665,0.008,-0.098329388
6/29/2018,6,2018,62018,-0.035996062,0.023563467,-0.056180828,-0.170899555,-0.037903473,-0.069458303,-0.088083387,0.074479552,-0.116291032,-0.012668929,-0.0566,-0.0059,-0.0273,-0.0191,-0.0107,0.0951,0.0088,-0.0424,0.0333,0.039,0.002,0.0057,0.0096,0.0337,0.0046,0.0111,-0.0261,-0.0033,-0.0115,-0.0156,0.0243,0.0168,0.0086,0.0223,0.0217,-0.0028,-0.033168416,-0.005891138,-0.002336691,0.002021571,0.003645893,-0.010214859,0.003270724,-0.000189425,0.006,0.018190118
5/31/2018,5,2018,52018,-0.012915746,0.031686338,0.026475674,-0.018723951,0.004086642,-0.048577307,-0.183456026,-0.141951496,-0.007150274,-0.007042258,-0.0085,0.0104,0.0087,-0.009,0.0493,-0.0387,-0.0341,-0.0372,-0.0489,0.0193,-0.0288,0.0091,-0.0956,-0.0019,0.0127,-0.0652,-0.0575,-0.1313,-0.027,-0.0066,0.0062,0.0004,-0.0057,-0.0151,0.0053,0.0061,0.017585204,-0.000832682,-0.003735443,0.011365114,0.019706721,-0.013032792,-0.008148577,-0.004872616,0.006,-0.01384985
4/30/2018,4,2018,42018,-0.007641458,0.06740725,0.127833372,-0.006722714,0.00888456,0.01957714,-0.044797808,0.018581153,-0.03557058,0.041636517,-0.0391,0.0116,-0.0127,-0.0472,-0.0248,-0.034,-0.0277,0.0397,-0.0128,0.0077,-0.0419,0.0167,-0.0498,-0.0192,-0.0059,-0.0199,-0.0594,-0.0087,-0.0036,-0.0327,0.0009,-0.0065,-0.0143,-0.02,-0.002,-0.0022,0.035372744,-0.008104087,-0.004544301,0.001173807,0.003558562,0.00191958,-0.008994343,0.006442269,0.007,-0.098162267
3/30/2018,3,2018,32018,0.005424045,0.066029124,-0.071650092,-0.000239263,-0.026742177,0.027612495,-0.018529083,0.001951553,-0.021347221,-0.035656042,-0.0075,0.0424,-0.0251,-0.0021,0.0312,0.0061,0.005,-0.0773,-0.0411,-0.0159,0.0081,0.0096,-0.0321,0.0235,0.0102,0.0223,0.0207,0.0561,-0.0163,0.0165,0.0248,0.0148,0.0042,0.0027,0.0232,0.007,-0.008225242,-0.003869248,-0.00518602,-0.010348103,0.015641333,-0.001009189,-0.001730944,0.00094283,0.006,0.002617532
2/28/2018,2,2018,22018,-0.020147484,-0.048515039,0.069988502,0.048275942,-0.027925026,-0.06770432,-0.012526195,-0.071533085,-0.072652454,-0.073890172,-0.0187,-0.0052,-0.0019,-0.0362,0.0084,0.0139,-0.0133,0.0002,-0.0503,0.0456,-0.014,0.0071,0.0981,-0.0121,0.0209,-0.0141,-0.0039,-0.0403,0.0025,-0.0479,-0.0195,-0.0081,0.0038,0.0037,-0.0206,0.0105,0.003566202,-0.009377605,-0.003786547,-0.016123941,0.000916966,-0.004738544,0.002176906,-0.007578271,0.006,0.166141847
1/31/2018,1,2018,12018,0.031982302,0.032080444,0.056344916,0.045193827,-0.032330402,0.041046516,0.142835368,0.078033467,0.085478842,0.057056537,0.0325,0.0267,0.1189,0.1169,0.0613,0.1012,0.0298,0.0933,0.0931,0.1195,0.0554,0.0049,-0.1502,0.0142,0.0661,-0.0922,0.0497,0.0077,-0.0274,0.073,-0.0002,0.0277,0.0571,0.0646,0.0073,0.0378,0.021224822,-0.002268665,-0.003750669,0.023542586,-0.013542846,-0.005639599,-0.003433474,-0.003898664,0.005,0.088649591
12/29/2017,12,2017,122017,0.021561773,0.050608775,0.042457797,-0.035100377,0.083203786,0.010623632,0.051150294,-0.007334563,0.0119857,0.038197326,0.0224,0.0311,-0.0853,0.1115,0.0084,0.0302,-0.0282,0.027,-0.0103,0.0309,-0.0123,0.0035,-0.0777,-0.0003,0.0163,-0.0235,-0.0488,0.0438,0.0147,-0.0256,0.0048,0.01,0.0155,0.004,0.0115,0.0132,0.021924313,-0.001602739,-0.004372054,0.004586058,-0.004645577,0.00009392,0.003337588,0.007473393,0.004,-0.009340026
11/30/2017,11,2017,112017,0.00279604,0.035220545,-0.022350674,0.012248176,-0.020854454,0.009859899,-0.031626645,-0.006561773,-0.019131214,-0.000521654,0.0199,-0.0008,0.0076,0.0666,0.0245,0.0783,0.0375,0.0452,-0.0252,0.0282,0.0111,0.0054,-0.0998,0.0563,0.0496,0.0313,0.0053,-0.0622,0.0175,-0.0154,0.0201,0.026,0.0323,0.0294,0.0231,0.0299,0.006612474,-0.012623806,-0.005718865,0.013375934,-0.001296814,-0.000246321,0.013040969,-0.001778601,0.004,0.044561322
10/31/2017,10,2017,102017,-0.006506765,0.064440758,-0.068674223,0.005664279,0.048225989,0.075618866,-0.035626262,-0.087443348,0.014105357,0.070454426,0.0514,-0.0167,-0.0303,0.0262,-0.0442,-0.0386,-0.031,-0.0401,-0.0452,0.0164,0.0015,0.011,0.0365,0.0209,0.0065,-0.0218,-0.0313,0.0346,-0.0077,-0.0212,0.0026,0.0011,-0.0005,-0.0145,0.0041,0.0126,0.026956768,-0.002049428,-0.004106622,0.009757664,-0.008013275,0.000679989,0.004059082,-0.015079767,0.004,0.029567261
9/29/2017,9,2017,92017,-0.032049737,0.093955519,0.088584383,0.033607784,-0.041106218,-0.004101963,0.041423132,-0.037862432,-0.009478057,-0.0353671,0.0312,-0.0405,-0.0722,0.0224,-0.0146,-0.0071,0.0054,0.0593,-0.0402,-0.0042,0.0115,-0.0098,0.0584,-0.017,-0.0048,-0.0395,-0.0926,0.0087,-0.0416,0.082,-0.0021,-0.0013,-0.0005,-0.001,-0.0005,-0.0039,0.006506666,7.23689E-05,-0.001531494,0.0108345,0.019514661,0.012979681,-0.005895573,0.007480341,0.005,-0.046715443
8/31/2017,8,2017,82017,0.040138625,-0.0051414,-0.145494888,-0.060357563,0.06282947,-0.018505772,0.066964205,0.007350725,0.045806411,-0.021386254,0.0039,0.0344,-0.0022,0.0327,0.0216,0.046,0.0117,0.0018,0.0147,0.0103,0.0004,-0.0034,0.1734,0.0127,0.0251,-0.0127,0.0572,0.0069,0.0345,0.0135,-0.0008,0.0075,0.0162,0.0154,0.0013,0.0142,0.003744328,-0.005796322,0.000187624,0.000820693,-0.007903031,-0.009107001,0.000836791,-0.008975232,0.004,0.013748599
7/31/2017,7,2017,72017,0.022166934,0.094133285,-0.074107972,0.053969466,0.068894065,0.023147967,0.102270233,0.036437769,0.030968488,0.057160865,0.0745,0.0298,0.0176,0.0415,-0.008,0.0662,0.0838,0.001,0.0291,0.0965,-0.014,-0.0043,0.0393,0.119,0.0492,0.006,0.0594,-0.0311,-0.0111,0.0103,0.0019,0.0181,0.0354,0.0371,0.0044,0.0323,0.022346686,0.006325294,-0.00059053,0.00810491,-0.006881102,-0.000934686,-0.003407085,-0.000618615,0.004,-0.037294443
6/30/2017,6,2017,62017,-0.02175722,-0.048670911,0.17433009,0.028254267,0.045091935,-0.002249838,-0.014018553,0.053009292,0.031627728,-0.008864241,0.0085,0.0657,0.0473,0.041,0.0142,0.0569,-0.0186,0.0647,0.0388,0.1054,0.0066,0.0142,-0.2345,0.0237,-0.008,0.0073,0.0395,0.0111,0.0082,0.0255,-0.0001,0.0113,0.0236,0.0383,0.0024,0.0017,0.010275047,-0.006320342,-0.002742675,0.003530013,0.011049573,0.006081773,-0.009427164,0.000164935,0.003,0.030991074
5/31/2017,5,2017,52017,0.000504493,-0.02783402,0.02536261,-0.031433078,-0.006374985,0.077271609,-0.062382843,0.002236491,-0.000939159,0.036492619,-0.0267,-0.029,0.0418,0.0265,0.0478,0.0367,0.0803,-0.0161,0.0391,0.0417,0.0304,0.0077,-0.0398,0.1364,0.0383,0.0516,0.0637,0.0245,0.0386,0.009,0.023,0.0268,0.031,0.0397,0.0232,0.0209,-0.009380782,-0.00046379,-0.004030227,0.004605262,-0.012784689,-0.016845227,0.00429071,-0.007761792,0.003,-0.016776531
4/28/2017,4,2017,42017,0.015158305,-0.021041327,-0.018935477,-0.000793126,-0.021338207,0.003821746,-0.011371827,0.008827444,-0.023576273,0.019130596,-0.0099,0.0394,-0.0389,0.0579,-0.0372,0.0139,0.0599,0.0636,-0.0095,0.0131,0.0363,0.0129,0.048,0.0419,-0.0047,0.026,0.0423,-0.0346,0.0826,-0.0507,0.0205,0.0175,0.0141,0.0155,0.0228,0.0045,-0.008734263,-0.008469552,-0.004652171,0.004674561,0.002159724,-0.008806554,0.007839002,-0.006301911,0.003,-0.058142439
3/31/2017,3,2017,32017,0.000608575,-0.050924118,0.004111606,-0.080205323,-0.019229567,0.042713734,-0.033709603,0.102078325,-0.008450274,0.057876043,0.0295,-0.0548,0.0272,0.0699,-0.0036,-0.0425,0.0058,-0.0161,0.0503,-0.0057,-0.0221,0.0036,0.0929,0.0641,0.0382,-0.0167,0.011,-0.0732,0.0547,-0.0298,0.0132,0.0124,0.0114,-0.0108,0.0168,0.0269,-0.018798597,-0.004181446,-0.006255652,0.000717241,0.003348257,-0.014422248,0.002068773,-0.004388819,0.001,-0.018892814
2/28/2017,2,2017,22017,0.030679548,-0.001976818,0.009461927,0.000487924,-0.008653281,0.032385429,0.045485197,0.035799245,0.028522099,0.050827128,0.0097,-0.0883,0.0384,0.1043,0.0118,0.0585,-0.0261,0.0001,0.0484,-0.0392,0.0015,-0.0136,0.1043,0.0332,0.0471,0.0131,0.0694,-0.0662,0.0587,-0.0491,0.0186,0.02,0.0215,0.0062,0.0242,0.0244,0.010177982,-0.012952752,-0.007735743,0.015268802,-0.00931813,-0.006845075,0.002565404,-0.007667368,0.002,0.032443331
1/31/2017,1,2017,12017,0.053629561,-0.019908229,0.030771659,0.027710828,0.084897123,0.06544442,0.102213446,0.018946741,0.026503991,0.044725847,0.0303,0.0337,-0.0191,0.1356,0.0201,0.0573,0.2162,-0.0111,0.0856,0.0883,0.0527,-0.0092,0.0235,0.0792,0.0738,0.0322,0.0342,0.2426,0.0299,0.0702,0.0008,0.0269,0.0565,0.0551,0.0095,0.0433,0.022393411,-0.004856379,-0.004868254,0.00846052,-0.005944686,-0.01172309,-0.002429411,-0.004588248,0.002,-0.068547925
12/30/2016,12,2016,122016,-0.022149395,0.118509276,0.069780997,-0.035247025,-0.045258358,-0.002913807,0.015531218,-0.000211321,-0.052364361,0.007553728,-0.0292,-0.0216,0.0092,0.0134,-0.0285,0.0213,-0.0043,-0.0283,0.0043,-0.0345,-0.0203,0.0205,0.1086,-0.0605,-0.0049,-0.0181,-0.1761,0.0132,-0.0198,-0.0059,0.0378,0.0162,-0.0084,-0.0184,0.0362,-0.0009,0.005167039,-0.002873154,-0.006659069,0.007779289,0.001807609,0.015192058,0.005692244,-0.001146682,0.001,0.022536958
11/30/2016,11,2016,112016,-0.084942953,0.04394754,-0.089799864,0.029493413,0.173019164,-0.040074491,-0.111398503,-0.140596348,0.028517405,-0.072835589,-0.0067,0.0011,-0.017,0.0088,-0.0155,0.0008,0.0126,-0.0015,-0.0107,0.028,0.0101,-0.0104,-0.1376,-0.0165,-0.0616,-0.0033,0.0236,0.0177,0.0103,-0.0164,-0.0161,-0.0149,-0.0136,0.002,-0.0145,-0.0355,0.031440515,-0.015175009,-0.007491691,0.020653518,0.028069679,0.032624977,-0.00141291,0.014841852,0.001,-0.107148852
10/31/2016,10,2016,102016,-0.029820032,-0.015612478,0.034833953,0.04933908,-0.002491225,-0.058657609,0.125578376,0.041180981,0.016049417,-0.000219671,0.0016,-0.0245,0,0.0371,-0.0092,-0.0196,-0.0275,-0.0282,0.0035,-0.0118,-0.0182,0.0144,-0.0997,-0.0449,-0.0305,-0.0334,0.0077,0.033,-0.0214,-0.0158,0.0107,-0.0004,-0.0122,-0.0195,0.0124,-0.0122,0.008079589,-0.002575051,-0.005414531,-0.008950791,-0.018105009,0.018635185,0.004936025,0.001178776,0.001,0.10845402
9/30/2016,9,2016,92016,0.005257475,0.042045735,0.10757413,-0.006269613,0.065911702,0.019962738,0.004866397,-0.03140709,-0.024179673,-0.016009556,0.0231,0.0414,0.0008,0.0804,0.0129,0.024,0.0169,-0.0321,0.0032,0.0086,0.0407,0.0152,-0.0503,0.0455,0.0366,-0.0122,0.0512,-0.0022,-0.0337,0.0634,-0.002,0.0119,0.0271,0.0214,0.0033,0.0244,0.022157837,-0.000890032,-0.002711637,0.001010507,0.008062548,-0.00523003,-0.011021282,0.000609867,0.001,-0.004227535
8/31/2016,8,2016,82016,-0.031811723,0.102435847,-0.121776283,-0.07280504,-0.070875611,0.006226399,0.012793699,0.015591218,0.028523304,0.011896654,0.0202,-0.0508,0.0088,0.1167,-0.0251,0.0046,0.0438,-0.0505,0.0728,0.0288,0.0146,0.0055,0.0732,-0.0009,-0.0198,0.0533,0.056,0.0517,0.0441,0.0792,-0.0183,-0.0021,0.0157,0.0163,-0.0096,-0.0033,-0.003811471,-0.0055432,-0.000941192,0.002142222,0.007311833,0.013281719,-0.007491216,-0.001391151,0.001,0.053301797
7/29/2016,7,2016,72016,0.021982196,-0.157039981,-0.056033727,-0.129285102,0.012228413,0.05719902,0.088384819,-0.002966242,0.019225666,0.049067771,-0.0143,0.0183,-0.016,0.0717,-0.0238,-0.0027,0.0272,-0.051,0.0174,-0.0211,-0.0273,-0.0023,0.138,-0.0188,-0.0234,-0.0586,0.0018,-0.0182,-0.0033,0.0436,0.0232,0.0079,-0.0091,-0.0163,0.0263,-0.015,-0.044031167,0.002946343,-0.000200315,0.016816004,0.010401066,-0.005367607,0.004291645,-0.004791899,0.001,-0.119508259
6/30/2016,6,2016,62016,0.084062679,-0.000201268,-0.07427359,0.085696961,0.046162042,0.024877995,0.182831345,0.008380974,-0.006571263,0.006406142,0.0299,0.0792,0.0566,0.059,0.0769,0.0503,0.0192,0.0536,-0.0146,0.0638,-0.1103,0.0227,-0.1205,0.0431,0.13,0.1245,-0.0135,0.0274,-0.0059,-0.0198,0.0289,0.0353,0.0422,0.0116,0.0308,0.0787,0.038046649,-0.004312055,-0.003816505,-0.000178423,0.001854931,-0.006141565,0.005529462,0.007609639,0.001,0.041976583
5/31/2016,5,2016,52016,-0.062367499,0.031898022,-0.028649174,0.054788648,-0.083944562,-0.041992448,-0.147374522,-0.076420822,-0.023913825,0.030148658,0.0422,-0.0367,-0.0302,0.0713,-0.0115,0.0152,-0.0308,0.0127,-0.0989,0.0026,0.0243,0.0093,0.0699,-0.0295,-0.0502,-0.0816,0.0944,0.0218,0.0057,-0.0272,0.0223,0.0105,-0.002,-0.0001,0.0256,-0.0179,0.002793673,-0.004145723,-0.004924812,0.007757438,-0.002429932,-0.007301182,-0.004766347,-0.009974905,0.001,-0.043917257
4/29/2016,4,2016,42016,0.048127469,0.195076565,0.00945882,0.114269382,0.043036673,-0.004387771,0.10592634,0.003278335,-0.025388332,0.006163225,-0.0378,-0.0243,-0.0138,0.0663,-0.0129,0.0092,0.0444,0.0492,-0.0031,0.0184,0.0024,0.0266,0.0674,-0.0373,0.0326,0.0588,-0.0622,0.0016,0.0269,0.0325,-0.0261,-0.0045,0.0185,0.0098,-0.0203,0.0214,0.078480052,-0.009152935,-0.00624748,0.003972769,0.005089892,0.0136215,-0.012549999,0.007542548,0,0.051325445
3/31/2016,3,2016,32016,-0.004790777,0.096143861,0.06207763,0.065508888,0.025282571,0.121734035,0.26484826,0.091586919,0.126703982,0.127718423,0.0695,0.0033,-0.0374,0.112,0.0473,0.0598,-0.0198,-0.0096,0.0723,0.0439,0.0031,0.0127,-0.0521,0.0781,-0.0031,0.0352,0.0454,0.1096,-0.0197,0.0311,-0.0244,0.0002,0.0266,0.028,-0.0161,0.0101,0.045724544,-0.008717399,-0.010103662,0.029179055,0.004144029,0.004433163,0.002491611,0.000223188,0.001,-0.168237597
2/29/2016,2,2016,22016,0.102309031,0.034793497,-0.0741481,-0.033715915,0.029319226,-0.018825713,0.064568562,0.008204003,-0.015229889,-0.083161205,-0.06,-0.0427,-0.0038,0.0148,0.0523,-0.0224,0.0269,0.0181,-0.0076,0.0338,-0.0505,-0.0089,0.0464,0.0123,0.0722,-0.0194,0.0376,-0.0059,0.0091,0.0152,-0.006,0.0024,0.0114,-0.0026,-0.0048,0.0292,0.008860917,-0.01604563,-0.012399882,-0.000306432,0.003957059,-0.002829958,0.013758683,0.007680059,0.001,0.007460414
