countrycode,country,currency_unit,year,rgdpe,rgdpo,pop,emp,avh,hc,ccon,cda,cgdpe,cgdpo,cn,ck,ctfp,cwtfp,rgdpna,rconna,rdana,rnna,rkna,rtfpna,rwtfpna,labsh,irr,delta,xr,pl_con,pl_da,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,i_irr,cor_exp,statcap,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_n,pl_k
GBR,United Kingdom,Pound Sterling,1989,,,,,,,,,,,,,,,,,,,,,,0.47014299,,,,,,,,,,,,,,,,,,,,,,,,,,
GBR,United Kingdom,Pound Sterling,1990,123369.9297,127877.4453,20.398348,7.826510906,,,116446.0547,129113.1719,102190.8672,105337.2891,113810.5547,,,,115878.8594,138911.0156,127634.6641,121846.6406,,,,0.47014299,0.226754799,0.038161762,0.0022036,0.140768111,0.172912523,0.167747632,Extrapolated,Extrapolated,Estimated,Regular,Regular,,,0.561948121,0.12025293,0.543510854,0.026803182,-0.04517566,-0.207339451,0.21313782,0.468409032,0.065943427,0.446074098,0.473015875,0.273648381,
GBR,United Kingdom,Pound Sterling,1991,120943.6172,122892.7109,20.88487,8.186810493,,,100517.3906,111044.6563,100125.1563,101538.6875,124450.3984,,,,115308.7422,123545.7734,111486.5938,133811.9688,,,,0.47014299,0.20347017,0.034332037,0.004065365,0.149941891,0.181550398,0.179023027,Extrapolated,Extrapolated,Estimated,Regular,Regular,,,0.530897617,0.103677407,0.459044188,0.030414855,-0.032084968,-0.091949098,0.220641121,0.483357579,0.06817621,0.51332593,0.58207047,0.284195334,
GBR,United Kingdom,Pound Sterling,1992,98173.4375,100480.625,21.375119,8.181294441,,,78749.67969,94053.45313,81505.16406,83092.70313,134820.7344,,,,102394.1563,92044.80469,103007.9531,144731.3906,,,,0.47014299,0.161835641,0.031691067,0.032281291,0.145838723,0.20256032,0.198690251,Extrapolated,Benchmark,Estimated,Regular,Regular,,,0.463627458,0.18417713,0.484105349,0.038199138,-0.047418639,-0.122690424,0.22577773,0.494436443,0.069281168,0.436004966,0.48224467,0.290353894,
GBR,United Kingdom,Pound Sterling,1993,118127.2109,119543.75,21.861975,8.159915924,,,95515.42969,100503.4063,97621.98438,98556.0625,144048.7813,,,,100044.4844,113368.0234,89790.88281,154470.2969,,,,0.47014299,0.144171685,0.030407885,0.37172789,0.151603445,0.169152901,0.167549744,Extrapolated,Benchmark,Estimated,Regular,Regular,,,0.48622486,0.050610539,0.482923329,0.039958768,-0.04029768,-0.019419877,0.231004938,0.505209863,0.071659133,0.460548937,0.498653799,0.297042787,
GBR,United Kingdom,Pound Sterling,1994,103527.9922,103282.0313,22.336202,8.279560089,,,89945.96094,95662.22656,85661.71875,85273.75781,152729.2188,0.003145975,,,94843.14844,113474.1094,92334.85156,163715.3281,0.154674828,,,0.47014299,0.123582385,0.030240159,4.871891188,0.164582372,0.186650574,0.187499762,Extrapolated,Benchmark,Estimated,Regular,Regular,,,0.59517014,0.067034274,0.459620535,0.043056242,-0.03767303,-0.127208114,0.23539947,0.533895791,0.072880164,0.506448627,0.526737273,0.303572714,0.942584038
GBR,United Kingdom,Pound Sterling,1995,103092.9375,102665.9453,22.791026,8.348054886,,,80327.5625,87576.53906,85140.96094,84547.92188,163841.0156,0.003348908,,,93989.5625,94219.39844,84282,175957.8906,0.167833015,,,0.47014299,0.107771121,0.030885637,22.47266369,0.156227037,0.190004304,0.191337049,Extrapolated,Benchmark,Estimated,Regular,Regular,,,0.4737041,0.0857381,0.476379097,0.049242787,-0.039337739,-0.045726337,0.237669244,0.564298034,0.075242139,0.522030771,0.570204973,0.31100741,0.853302538
GBR,United Kingdom,Pound Sterling,1996,107662.0078,112217.7969,23.225298,8.452404976,,,86269.61719,93819.23438,87819.78906,91205.05469,175495.9375,0.003588407,,,95587.38281,102250.3984,91162.01563,188697.1719,0.182867453,,,0.47014299,0.088276073,0.03240088,40.06666667,0.160772443,0.190770298,0.183689445,Benchmark,Benchmark,Market-based,Regular,Regular,0.507592418,,0.480951041,0.082776271,0.464935303,0.051083241,-0.068159424,-0.011586382,0.245135412,0.533556342,0.07350342,0.554784775,0.568677306,0.336676419,0.779927969
GBR,United Kingdom,Pound Sterling,1997,105143.5078,107560.125,23.640489,8.567092896,,,84977.125,93768.72656,87044.13281,88825.72656,189378.4688,0.003877612,,,100557.9297,99161.89063,91894.35938,203770.25,0.200189859,,,0.47014299,0.104236729,0.033942867,62.91666667,0.192914844,0.214157224,0.209861815,Extrapolated,Benchmark,Market-based,Regular,Regular,,,0.473725915,0.098975882,0.482946515,0.058699396,-0.069210052,-0.045137659,0.313180566,0.419479847,0.074945278,0.531636238,0.548286498,0.29487142,0.760684073
GBR,United Kingdom,Pound Sterling,1998,105348.5469,105837.5391,24.036014,8.689324379,,,85989.49219,95122.53906,87776.33594,88227.92969,204293.5625,0.004190729,,,104982.4688,99619.00781,93037.61719,218895.0469,0.217126176,,,0.47014299,0.111285992,0.034833349,94.49166667,0.18115522,0.205002636,0.203953356,Extrapolated,Benchmark,Market-based,Regular,Regular,,,0.473857224,0.103516474,0.500771701,0.048945803,-0.050932713,-0.076158516,0.298198551,0.429531038,0.070402503,0.500959277,0.511584461,0.240489691,0.665911794
GBR,United Kingdom,Pound Sterling,1999,111586.6328,112095.9922,24.412045,8.780929565,,,91744.82813,100996.7969,94000.33594,94500.90625,218484.0156,0.004458513,,,109601.6953,105139.2578,97421.60938,233548.625,0.231047064,,,0.47014299,0.10940773,0.035194993,124.625,0.200248584,0.218167767,0.217012137,Extrapolated,Benchmark,Market-based,Regular,Regular,,37.77777778,0.465774506,0.097903535,0.505060911,0.036223736,-0.037612449,-0.067350268,0.336472601,0.395858735,0.074620821,0.497467875,0.519949496,0.247754112,0.676624477
GBR,United Kingdom,Pound Sterling,2000,111784.8828,110130.7031,24.769955,8.885539055,,,93358.78125,102859.1563,95110.73438,93769.98438,232143.9844,0.004702332,,,113985.7734,106065.9219,98283.48438,247920.9375,0.245267421,,,0.47014299,0.111777849,0.03546882,236.6083333,0.155217707,0.173696235,0.176179767,Extrapolated,Benchmark,Market-based,Regular,Regular,,,0.470234215,0.101315744,0.525380492,0.039802697,-0.028659981,-0.108073205,0.269824684,0.355281949,0.052640397,0.468781412,0.48748666,0.174334675,0.500291228
GBR,United Kingdom,Pound Sterling,2001,119673.9531,119767.9531,25.108563,9.041070938,,,101510.0781,111500.4766,102988.6016,103111.3828,247005.25,0.005198113,,,119115.125,114107.4922,105050.4297,262549.7188,0.264407456,,,0.47014299,0.089233696,0.036246102,527.8291559,0.095119059,0.107528269,0.107400216,Extrapolated,Benchmark,Estimated,Outlier,Regular,,,0.458989561,0.096889414,0.525480568,0.059287839,-0.058020696,-0.082626678,0.167716697,0.233615249,0.031707466,0.448925585,0.458770663,0.120215416,0.296597868
GBR,United Kingdom,Pound Sterling,2002,125873.125,128762.7969,25.431122,9.236746788,,,105596.4531,116125.125,109124.9766,111659.9375,262339.8125,0.005851876,,,124117.9609,118020.9141,108688.4063,276881.5313,0.281607121,,,0.47014299,0.108482987,0.03721768,754.31,0.094667003,0.107416511,0.104977883,Extrapolated,Benchmark,Market-based,Outlier,Regular,,,0.437201589,0.09429232,0.508495271,0.030988287,-0.037761003,-0.033216476,0.168404087,0.235286623,0.031268239,0.447714239,0.453405023,0.097076021,0.262018681
GBR,United Kingdom,Pound Sterling,2003,135220.1406,136698.5938,25.749101,9.499403954,,,107748.1406,118630.6563,119322.3047,120495.2109,278798.1563,0.006458434,,,129363.7969,118088.0703,109703.1875,291421.4063,0.298214495,,,0.47014299,0.101992443,0.037832066,968.9875,0.088664278,0.101043157,0.100059606,Extrapolated,Benchmark,Market-based,Outlier,Regular,,,0.40403828,0.090314902,0.490172714,0.034521773,-0.038375434,0.019327767,0.158484459,0.223606884,0.03111309,0.506350577,0.490784228,0.092557371,0.228041396
GBR,United Kingdom,Pound Sterling,2004,147016.8281,146233,26.077607,9.83880043,,,117340.6094,128649.6484,131335.7656,130469.9375,295777.8438,0.007028899,,,139008.1719,126843.2109,117207.8828,306310.9688,0.31629324,,,0.47014299,0.082426429,0.038468894,1014.425,0.090031773,0.109218985,0.109943785,Extrapolated,Benchmark,Market-based,Outlier,Regular,,57.77777778,0.399843484,0.086679302,0.499525487,0.041798696,-0.042936653,0.015089697,0.162194625,0.308302045,0.032269258,0.544539094,0.516375959,0.114316352,0.231225625
GBR,United Kingdom,Pound Sterling,2005,158278.7344,154792.3281,26.427789,10.1533041,,,126909.1563,139014.5938,145373.5156,141529.0938,314474.875,0.00763147,,,148688.2031,132612.6719,123286.2656,322038,0.33617416,,,0.47014299,0.087288842,0.039344572,1106.103333,0.093126088,0.117524914,0.120717302,Extrapolated,Benchmark,Market-based,Outlier,Regular,,60,0.390877366,0.085533172,0.505822778,0.046897061,-0.045731992,0.016601633,0.167837471,0.373313755,0.035392445,0.565306783,0.508066893,0.118156306,0.230728999
GBR,United Kingdom,Pound Sterling,2006,168324.0156,160371.5938,26.804072,10.46457767,,,139690.4063,152605.5938,154870.4531,147252.9844,334180.0938,0.008087093,,,159752.7188,145427.5625,134999.375,339186.375,0.358274639,,,0.47014299,0.089736149,0.040395435,1215.595,0.101888902,0.133171827,0.140060857,Extrapolated,Benchmark,Market-based,Outlier,Regular,,57.77777778,0.410199106,0.087707423,0.538443148,0.06196823,-0.051891346,-0.046426561,0.19161877,0.471527427,0.033530504,0.588554084,0.538063228,0.128228873,0.247955367
GBR,United Kingdom,Pound Sterling,2007,185252.9688,183883.2813,27.204711,10.78520679,,,151171.25,166619.3125,171670.7031,170114.6094,359153.9688,0.008443089,,,174893.9531,155955.25,150714.875,362127.0313,0.385466456,,,0.47014299,0.096223786,0.041345384,1260.833333,0.120991372,0.154566854,0.155980721,Extrapolated,Benchmark,Market-based,Regular,Regular,,57.77777778,0.381719142,0.090809748,0.506924391,0.059304751,-0.064461485,0.025703432,0.227924228,0.483128875,0.04046987,0.641024053,0.580739021,0.14557755,0.290974528
GBR,United Kingdom,Pound Sterling,2008,184213.4688,191750.75,27.626982,11.14926529,,,153617.5938,173373.0313,172436.1406,178753.375,393285.6563,0.009020382,,,190634.3906,156965.7969,163305.375,393991.8438,0.426324517,,,0.47014299,0.101483703,0.042731591,1314.166667,0.157149434,0.20409134,0.196878657,Extrapolated,Benchmark,Market-based,Regular,Regular,,61.11111111,0.368663073,0.110517822,0.490719795,0.05907014,-0.075660773,0.046689909,0.294652373,0.569109976,0.0538476,0.66428411,0.654252946,0.170840979,0.354888618
GBR,United Kingdom,Pound Sterling,2009,197992.0156,211542.0625,28.065466,11.51671886,,,161081.9531,185241.4531,185830.5781,198635.2031,436435.7813,0.009663845,,,206075.7813,164139.6719,180373.7656,435503.875,0.475190103,,,0.47014299,0.115229607,0.044223789,1458.75,0.174113184,0.216167048,0.202232257,Extrapolated,Benchmark,Market-based,Regular,Regular,,57.77777778,0.34599176,0.12162745,0.464951873,0.061295561,-0.065009117,0.07114248,0.33189401,0.496558607,0.056701336,0.441490859,0.627721369,0.165147766,0.372821391
GBR,United Kingdom,Pound Sterling,2010,210124.8438,215800.6094,28.515909,11.89980125,,,167034.1719,192859.6406,199135.2813,204001.9063,482233.2813,0.01026695,,,223592.25,164173.0938,185011.8125,480170.1563,0.525736094,,,0.47014299,0.126627311,0.044975441,1578.416667,0.197612077,0.235563725,0.229944184,Extrapolated,Benchmark,Market-based,Regular,Regular,,61.11111111,0.334978402,0.12659426,0.483808935,0.049604442,-0.065140389,0.070154339,0.391506553,0.481027722,0.063363925,0.63985759,0.623649895,0.169988602,0.391935974
GBR,United Kingdom,Pound Sterling,2011,236625.5625,245218.3281,28.97701,12.27868843,,,188851.1719,217415.9688,227904.9688,235202.6563,526183.8125,0.010500208,,,240998.5,184682.8125,208021.7344,524143.5313,0.576143503,,,0.47014299,0.138625205,0.045518212,1706.611111,0.20684357,0.249262869,0.241528943,Extrapolated,Benchmark,Market-based,Regular,Regular,,61.11111111,0.330279231,0.121447571,0.472650349,0.045184288,-0.06604749,0.096486039,0.409653664,0.529710829,0.065123662,0.644942582,0.625753045,0.184757501,0.452780753
GBR,United Kingdom,Pound Sterling,2012,255957.375,272007.5938,29.449413,12.67817116,,,203915.625,236276.5625,245099.3594,259267.9688,572227.8125,0.010559289,,,258773.7344,203753,228552.3438,572742.4375,0.631378651,,,0.47014299,0.149516448,0.046060011,1878.684444,0.222068727,0.261132061,0.246861577,Extrapolated,Benchmark,Market-based,Regular,Regular,,57.77777778,0.326498955,0.124816544,0.460006326,0.029170683,-0.066255443,0.125762984,0.435744077,0.507281423,0.070408255,0.657618642,0.623993933,0.189822182,0.489706069
GBR,United Kingdom,Pound Sterling,2013,270146.2188,286117.3125,29.932631,13.07873535,,,225511.9063,258757.5938,260021.2344,274586.8438,627691,0.010693,,,278400.625,223664.7031,249465.8438,627086.375,0.692107916,,,0.47014299,0.154332891,0.046382949,2094.988465,0.226569384,0.26535207,0.251276314,Extrapolated,Benchmark,Market-based,Regular,Regular,,57.77777778,0.339839399,0.121075302,0.481437802,0.031339064,-0.06841892,0.094727419,0.443080306,0.528422654,0.073737718,0.681668103,0.642285228,0.191287428,0.500540614
GBR,United Kingdom,Pound Sterling,2014,293505.2813,299713.5,30.426388,13.48165226,,,249316.4063,286237.9063,284789.5,289983.9375,695659.625,0.011062047,,,298388.0938,246561.1406,276440.2813,686608.5,0.759329557,,,0.47014299,0.161036387,0.046650942,2310.948159,0.22766459,0.269176155,0.264354467,Extrapolated,Benchmark,Market-based,Regular,Regular,,54.44444444,0.355863094,0.127322584,0.503896236,0.027513597,-0.041328534,0.026732968,0.446267486,0.549487412,0.073282205,0.677240074,0.654384375,0.194216326,0.516337097
GBR,United Kingdom,Pound Sterling,2015,315011.25,324528.6875,30.929557,13.83188629,,,274633.4063,313383.4063,307893.8438,317098.5938,756616.75,0.011309219,,,320611.0625,273246.8125,304235.6875,751525.75,0.831686854,,,0.47014299,0.170697019,0.046855338,2567.987213,0.225657851,0.265829951,0.258113444,Extrapolated,Benchmark,Market-based,Regular,Regular,,51.11113333,0.362649292,0.122201703,0.503432751,0.033372838,-0.053384457,0.031727869,0.436851054,0.550542355,0.073524207,0.604620218,0.617581904,0.189888865,0.519978225
GBR,United Kingdom,Pound Sterling,2016,325386.625,329828.75,31.441751,14.18651581,,,292454.0625,333681.625,320097.4375,324601.6875,819613.125,0.011823362,,,340149.75,295248.75,328977.2188,817318.625,0.904846728,,,0.483196408,0.165586531,0.046901893,2965.253499,0.217758358,0.255481631,0.251936525,Extrapolated,Benchmark,Market-based,Regular,Regular,,48.88883333,0.386606693,0.12700972,0.514356196,0.037763048,-0.047255505,-0.018480148,0.410415828,0.523077548,0.072950788,0.601956248,0.608764887,0.179776385,0.469429106
GBR,United Kingdom,Pound Sterling,2017,346573.3438,355325.625,31.959785,14.52522659,,,305363.3125,355387.125,346573.3438,355325.625,899096.375,0.0121484,,,355325.625,305363.3125,355387.125,899096.375,1,,,0.427631557,0.194465354,0.047437012,5113.878946,0.141563118,0.170699656,0.166495025,Extrapolated,Benchmark,Market-based,Outlier,Regular,,51.1111,0.366232455,0.140783012,0.493157655,0.046644151,-0.054440048,0.0076228,0.272098809,0.348559588,0.044623706,0.608154595,0.622155845,0.122462265,0.353162616
GBR,United Kingdom,Pound Sterling,2018,359234.125,398269.9688,32.476244,14.35743523,,,322672.7188,387389.4688,359860.8125,399187.625,1008323.875,0.013426782,,,374678.25,322669.4063,401730.4063,1011318.063,1.135938883,,,0.427631557,0.172632203,0.049117744,8069.606237,0.109332182,0.140033618,0.126237899,Extrapolated,Benchmark,Market-based,Outlier,Regular,,61.1111,0.344890118,0.162121147,0.463433295,0.04792162,-0.068770483,0.050404303,0.204776183,0.293108582,0.038302127,0.570787907,0.630691648,0.10396786,0.256907135
GBR,United Kingdom,Pound Sterling,2019,378534.25,414768.4688,32.981716,14.62453461,,,344205.1563,419838.3438,379531.2188,416046.5625,1162961.25,0.015373635,,,395524.2813,343965.625,443774.7188,1168222.625,1.327171206,,,0.427631557,0.160069495,0.051519167,8836.7875,0.119166866,0.152612686,0.139218271,Extrapolated,Extrapolated,Market-based,Outlier,Regular,,64.44443333,0.353067905,0.181790218,0.474255711,0.059052009,-0.081742644,0.013576814,0.214631706,0.304823995,0.048096403,0.60767144,0.642989576,0.108770169,0.249714017
USA,United States,US Dollar,1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,US Dollar,1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,US Dollar,1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,US Dollar,1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,US Dollar,1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,US Dollar,1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,US Dollar,1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,US Dollar,1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,US Dollar,1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,US Dollar,1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,US Dollar,1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,US Dollar,1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,US Dollar,1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,US Dollar,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,US Dollar,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,US Dollar,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,US Dollar,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,US Dollar,1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,US Dollar,1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,US Dollar,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,United States,US Dollar,1970,299.0002441,374.8930664,0.090509,,,,344.1592712,381.7556763,278.0187378,325.6331177,417.9930725,,,,280.236084,324.9664612,410.9292603,2166.096924,,,,,,0.03992831,2.000000001,0.070581712,0.076210722,0.06506712,Extrapolated,Extrapolated,Market-based,Regular,,,,0.705892801,0.115456365,0.350999922,0.277153492,-0.385012537,-0.06449008,0.086286686,0.127738953,0.038997572,0.05745364,0.093518369,0.20588994,
USA,United States,US Dollar,1971,309.1160278,386.1129761,0.091491,,,,354.4913635,393.8107605,287.4429321,336.0393372,423.9679565,,,,288.5536194,335.2775574,424.1179199,2204.078613,,,,,,0.038503934,1.974872733,0.074061319,0.080112115,0.068526678,Extrapolated,Extrapolated,Market-based,Regular,,,,0.700744629,0.117008299,0.354165703,0.269934148,-0.377720773,-0.064132035,0.091038935,0.134664208,0.040469766,0.064054675,0.101275824,0.221249253,
USA,United States,US Dollar,1972,379.507782,482.8868408,0.092513,,,,444.3131104,493.7625427,352.8512878,423.0764771,436.5281677,,,,363.0913086,420.283783,531.4407959,2272.850586,,,,,,0.037374277,1.921278149,0.083354257,0.089781672,0.07487908,Extrapolated,Extrapolated,Market-based,Regular,,,,0.691436946,0.116880633,0.358758807,0.271630436,-0.369490355,-0.069216475,0.103583254,0.147533268,0.044366855,0.065879054,0.115334213,0.24473469,
USA,United States,US Dollar,1973,350.8425293,434.0108032,0.093571,,,,393.5625305,437.7945251,324.2948303,376.4350586,442.8225098,,,,322.7833557,374.2356262,473.0845947,2323.568848,,,,,,0.036374796,1.959219236,0.099483319,0.106821381,0.092025489,Extrapolated,Extrapolated,Market-based,Regular,,,,0.685985506,0.117502362,0.3595137,0.285577774,-0.388457596,-0.060121696,0.123532392,0.172113121,0.053595468,0.078263566,0.126205653,0.290286899,
USA,United States,US Dollar,1974,319.085907,394.9490051,0.094614,,,,361.4594727,404.0092163,296.8897095,328.5591125,448.1025085,,,,294.3119507,343.99823,435.6231689,2364.534424,,,,,,0.035381529,2.053232409,0.117264241,0.127352417,0.115077078,Extrapolated,Extrapolated,Market-based,Regular,,,,0.723889053,0.129504114,0.376246214,0.313822031,-0.480403453,-0.063057952,0.145540074,0.213051304,0.06286218,0.100878641,0.137221918,0.376124561,
USA,United States,US Dollar,1975,264.4013672,357.256073,0.095662,,,,327.7046204,366.714386,246.5711365,296.6813965,452.0041809,,,,271.9186096,311.1247864,392.9633484,2392.635742,,,,,,0.034449089,2.169795832,0.146283686,0.15480192,0.128655478,Extrapolated,Extrapolated,Market-based,Regular,,,,0.716518521,0.131487072,0.388048977,0.329290748,-0.480875611,-0.084469743,0.18550235,0.226360008,0.073867843,0.077739686,0.160997182,0.412041336,
USA,United States,US Dollar,1976,367.6270142,417.3980408,0.096692,,,,367.4467163,410.6730042,341.6847839,348.3850403,455.8720703,,,,300.1351013,349.6351929,441.6433411,2434.990723,,,,,,0.033456564,2.614670833,0.102258481,0.108479716,0.106393389,Extrapolated,Extrapolated,Market-based,Regular,,,,0.686609685,0.12407618,0.368104696,0.31185627,-0.457809448,-0.03283738,0.12611939,0.161363527,0.05775176,0.086838745,0.098444879,0.294557065,
USA,United States,US Dollar,1977,333.6881714,408.610199,0.097701,,,,386.0046692,433.1815491,310.9133301,341.9240417,466.2589111,,,,308.6473389,369.3086548,470.4107361,2490.016357,,,,,,0.032764219,2.7,0.120318174,0.136605218,0.124215841,Extrapolated,Extrapolated,Market-based,Regular,,,,0.750378549,0.137974754,0.378540874,0.270504117,-0.465531498,-0.071866766,0.148904502,0.269867003,0.063651726,0.170728669,0.184959188,0.489084482,
USA,United States,US Dollar,1978,386.1539307,459.6108093,0.098697,,,,386.8218994,428.6082764,358.315918,383.1831665,471.5621643,,,,338.8239441,362.7318115,452.5654907,2531.157959,,,,,,0.032391664,2.7,0.132737175,0.149938583,0.140208095,Extrapolated,Extrapolated,Market-based,Regular,,,,0.639612973,0.109050624,0.36988309,0.359448045,-0.434501559,-0.043493181,0.16713433,0.30917421,0.073256589,0.198687822,0.213635758,0.551605284,
