country,G20,G7,currency_unit,year,rgdpe,rgdpo,pop,emp,avh,hc,ccon,cda,cgdpe,cgdpo,cn,ck,ctfp,cwtfp,rgdpna,rconna,rdana,rnna,labsh,irr,delta,xr,pl_con,pl_da,pl_gdpo,i_cig,i_xm,i_xr,i_outlier,i_irr,csh_c,csh_i,csh_g,csh_x,csh_m,csh_r,pl_c,pl_i,pl_g,pl_x,pl_m,pl_n
Argentina,Yes,No,Argentine Peso,2000,528719.3125,528448.75,36.870787,13.59835911,1862.136267,2.657196045,419041.875,509743.2188,511804.0313,514538.9688,1958924.125,0.028106552,0.708738685,0.675402761,676603.6875,531979.8125,601688.5,2313178,0.391106188,0.186405227,0.030855196,0.9995,0.623366356,0.602082491,0.598882139,Interpolated,Benchmark,Market-based,Regular,Regular,0.672871172,0.176276892,0.141531438,0.112226538,-0.103490829,0.000584823,0.631976426,0.503750563,0.582432091,0.456161797,0.474749893,0.413662702
Argentina,Yes,No,Argentine Peso,2001,493202.1875,496567.2813,37.275652,13.50548172,1811.15257,2.683002949,392273.6563,467988.4688,479030.3438,484168.3438,1908897.625,0.026436258,0.684266508,0.634673834,646773.3125,504601.4688,561362.375,2330541.5,0.399784565,0.172002107,0.030586839,0.9995,0.629134953,0.608175933,0.601721942,Interpolated,Benchmark,Market-based,Regular,Regular,0.675272405,0.156381145,0.134928524,0.123290956,-0.091336951,0.001463884,0.62888211,0.49958837,0.630400598,0.445777506,0.459520489,0.420637965
Argentina,Yes,No,Argentine Peso,2002,457226.2188,425342.1563,37.681749,13.41266441,1710.03656,2.709059954,337333.125,385269.75,445077.75,416045.6563,1804633.125,0.024479207,0.61254555,0.540059865,576310.625,439542.0938,469256.7813,2310202.75,0.317552954,0.156090125,0.030003509,3.063256667,0.247862652,0.248459026,0.265796781,Interpolated,Benchmark,Market-based,Regular,Regular,0.673944175,0.115219645,0.136863753,0.139386177,-0.048594061,-0.01681973,0.250013083,0.252655745,0.237273574,0.443333715,0.444645166,0.204198837
Argentina,Yes,No,Argentine Peso,2003,481738.7813,461437.0625,38.087868,14.06910324,1713.574614,2.735370398,358439.9375,422622.6563,469548.5938,448489.0938,1784050.25,0.023405837,0.649009645,0.580568016,627239.5,470731.5,520793.75,2315829.25,0.310135722,0.171649009,0.029428184,2.900629167,0.29835096,0.299104601,0.313149542,Interpolated,Benchmark,Market-based,Regular,Regular,0.676666439,0.143108755,0.122550175,0.138323456,-0.066036522,-0.014612305,0.299527615,0.303313434,0.291854024,0.482598484,0.467668325,0.246421009
Argentina,Yes,No,Argentine Peso,2004,518568.3125,504759,38.491972,14.99685669,1743.399876,2.761936188,386235.6563,470011.0938,505402.3438,489746.25,1797717.625,0.023067031,0.673080862,0.609708488,683876.5,510572.4063,585965.5,2353516.75,0.324794859,0.171770424,0.029237948,2.923300819,0.324157476,0.328347802,0.338844359,Interpolated,Benchmark,Market-based,Regular,Regular,0.679377317,0.171058849,0.109267101,0.135701001,-0.092332117,-0.003072158,0.320858002,0.34766683,0.344672054,0.520255804,0.496364176,0.281814456
Argentina,Yes,No,Argentine Peso,2005,554101.125,548929.1875,38.892931,15.74958897,1771.678525,2.788760185,421394.4375,515729.8125,548210.5625,536323.5,1847660,0.023285117,0.701165497,0.625441968,744411,550239.25,639305,2406985.75,0.338950276,0.168430761,0.029453728,2.9036575,0.357951254,0.365958333,0.374069393,Benchmark,Benchmark,Market-based,Regular,Regular,0.679589331,0.175892681,0.10612011,0.139913127,-0.103852212,0.002336922,0.347013533,0.401725739,0.427996039,0.534476042,0.515071273,0.32919243
Argentina,Yes,No,Argentine Peso,2006,607265.25,599530.125,39.289878,16.29812241,1775.920326,2.796975374,463847.4688,563835.4375,597409.3125,585043.125,1943604.5,0.023541819,0.740596056,0.66695708,804314.8125,603854.8125,697893.375,2475046.75,0.355539232,0.169293299,0.029917356,3.054313333,0.382524967,0.392346144,0.400639266,Interpolated,Benchmark,Market-based,Regular,Regular,0.680257678,0.170907006,0.112585545,0.14271301,-0.109790571,0.003327325,0.372631162,0.437906951,0.442304701,0.557484746,0.531719804,0.353537887
Argentina,Yes,No,Argentine Peso,2007,671212.625,665477.25,39.684295,16.96141243,1787.544724,2.805214643,511617.6563,630404.3125,659283.0625,647639.875,2122918.25,0.024770953,0.777087092,0.714225054,876764.6875,658707.0625,776682.5625,2567440.75,0.364846796,0.178532764,0.030628251,3.095648849,0.427711397,0.439500332,0.447401673,Interpolated,Benchmark,Market-based,Regular,Regular,0.665430963,0.183414668,0.124541506,0.140159339,-0.119136363,0.005589889,0.420427948,0.49027577,0.466627151,0.614496768,0.57942611,0.37642476
Argentina,Yes,No,Argentine Peso,2008,720762.6875,718254.625,40.08016,17.3702507,1789.764973,2.813478231,557589.4375,685753.125,712242.3125,700603.9375,2376898.25,0.027019186,0.792475939,0.737496793,912337.0625,703837.3125,829625.6875,2665784,0.403679103,0.17217721,0.031530574,3.14416456,0.503020406,0.513370752,0.521898806,Interpolated,Benchmark,Market-based,Regular,Regular,0.657016277,0.182933167,0.138853401,0.147843763,-0.129495531,0.002848939,0.501030982,0.558401108,0.512433589,0.675988615,0.633361459,0.409532785
Argentina,Yes,No,Argentine Peso,2009,692100.375,684293.3125,40.482788,17.56205559,1751.622844,2.821766138,548701.4375,646751.125,681255.6875,669053.1875,2614003.75,0.029100811,0.733437657,0.689005494,858340.1875,679907.375,768217.0625,2714704.75,0.443854511,0.142641827,0.032025035,3.710106831,0.483554691,0.493734419,0.50273937,Interpolated,Benchmark,Market-based,Regular,Regular,0.640940607,0.146549955,0.179175735,0.131384805,-0.098497376,0.000446306,0.493986428,0.550701737,0.446238756,0.633332789,0.588560998,0.371893317
Argentina,Yes,No,Argentine Peso,2010,787148.625,784810.125,40.895752,18.07674599,1760.224782,2.830078363,625851.6875,754986,777507.5625,768478.25,2876207.25,0.032089233,0.777525723,0.736662745,945250.5625,748158.9375,873453.3125,2797080.5,0.440692425,0.166089013,0.03244295,3.896295154,0.541057527,0.548531532,0.554976583,Interpolated,Benchmark,Market-based,Regular,Regular,0.616355538,0.168039024,0.198048398,0.136939496,-0.121630788,0.002248392,0.578374505,0.584754467,0.424921811,0.647951841,0.607595861,0.382789522
Argentina,Yes,No,Argentine Peso,2011,884236.0625,882632.375,41.3205,18.48802948,1760.230369,2.858542204,714266.1875,864195.5625,879071.8125,868765.0625,3099233.75,0.034376279,0.828393221,0.790713191,1002002.938,811162.5625,959044.375,2901287,0.473123997,0.163584635,0.033396065,4.110139576,0.593119979,0.603088617,0.610243499,ICP PPP timeseries: extrapolated,Benchmark,Market-based,Regular,Regular,0.591444075,0.172577605,0.230718583,0.141572356,-0.134878829,-0.001433807,0.662615955,0.650579154,0.414968014,0.683380842,0.634242892,0.422548771
Argentina,Yes,No,Argentine Peso,2012,895048.8125,902396,41.755196,18.79129219,1736.10336,2.887292385,730789.375,867841,885093.0625,882438.8125,3156028.75,0.034505811,0.819773555,0.774636745,991718.125,823229.9375,950525.6875,2982628.5,0.520179331,0.14068523,0.03424982,4.53693436,0.648819149,0.656915069,0.658890903,ICP PPP timeseries: extrapolated,Benchmark,Market-based,Regular,Regular,0.587186635,0.155310094,0.240960702,0.136124834,-0.117713623,-0.001868662,0.728290737,0.700083852,0.455158323,0.673708498,0.659518123,0.467972219
Argentina,Yes,No,Argentine Peso,2013,903833,904232,42.19603,19.12441826,1725.873553,2.916331768,756548.625,893998.6875,893109.3125,885112.9375,3166597.5,0.033588771,0.813448668,0.795041025,1015572.188,855990.5625,989467,3062993.25,0.543917656,0.126042217,0.034816686,5.459352665,0.671189725,0.686719954,0.692923963,ICP PPP timeseries: extrapolated,Benchmark,Market-based,Regular,Regular,0.597089708,0.155291006,0.257658452,0.123828538,-0.128015503,-0.005852146,0.765787303,0.77220118,0.451972187,0.699200213,0.650045276,0.511747718
Argentina,Yes,No,Argentine Peso,2014,878697.25,879837.75,42.637511,19.38305092,1705.428368,2.945662737,736272.8125,867122.25,870641.0625,864304,3204576.5,0.033157088,0.781933784,0.757527292,990054.75,831096.4375,954931.6875,3126707.75,0.543917656,0.116982132,0.035132483,8.075275993,0.634098053,0.651301861,0.656077266,ICP PPP timeseries: extrapolated,Benchmark,Market-based,Regular,Regular,0.582194924,0.151392817,0.26967299,0.111748591,-0.113739751,-0.001269563,0.736803889,0.748105645,0.412367135,0.707514346,0.66449213,0.497916698
Argentina,Yes,No,Argentine Peso,2015,914850.1875,913103.5,43.075416,19.85445023,1703.468539,2.975289106,783329.4375,916658.25,906909.6875,904271.3125,3234959.75,0.032813862,0.79228586,0.774353445,1017094.75,867171.1875,996734.375,3193485,0.543917656,0.123706415,0.035216186,9.233185525,0.691593945,0.711099744,0.713174462,ICP PPP timeseries: extrapolated,Benchmark,Market-based,Regular,Regular,0.576991022,0.147443384,0.289263874,0.099056549,-0.107307032,-0.005447819,0.814611673,0.825699329,0.446212023,0.633933425,0.620426059,0.541799784
Argentina,Yes,No,Argentine Peso,2016,911368,908771.3125,43.50846,19.72317505,1646.512532,3.005213499,780433.125,914137.3125,904730.875,902696.9375,3183677.75,0.031592902,0.810354888,0.792777479,995935.8125,860878.3125,981893.25,3246538.25,0.543917656,0.127208263,0.035377625,14.75817509,0.595631778,0.616241038,0.617629528,ICP PPP timeseries: extrapolated,Benchmark,Market-based,Regular,Regular,0.576083422,0.14811635,0.288473785,0.102169491,-0.10091529,-0.013927786,0.704616427,0.736537933,0.377988935,0.62756747,0.613757551,0.467809409
Argentina,Yes,No,Argentine Peso,2017,1026128.125,1022513.25,43.93714,20.03366089,1648.812832,3.035438776,892869.6875,1028190.313,1026128.125,1022513.25,3316644.25,0.032473981,0.87895596,0.850192666,1022513.25,892869.75,1028190.25,3316644.25,0.543917656,0.131096691,0.035670199,16.56270693,0.604500294,0.626330733,0.628545046,Benchmark,Benchmark,Market-based,Regular,Regular,0.650423586,0.132341191,0.222787276,0.089602359,-0.106393822,0.011239431,0.640839159,0.770371735,0.498409748,0.637245655,0.614944935,0.512517452
Argentina,Yes,No,Argentine Peso,2018,1025860.938,1021129.313,44.36115,20.1350708,1638.440039,3.065968037,870688.25,995996.0625,1025747.063,1022236.438,3361086.5,0.032374065,0.859403074,0.805106223,997136.625,869969.1875,995123.3125,3372807.5,0.543917656,0.12975201,0.035823401,28.09499167,0.484672248,0.506822467,0.508562982,Extrapolated,Benchmark,Market-based,Regular,Regular,0.634749889,0.122581996,0.216998473,0.090679355,-0.101482406,0.036472689,0.521541476,0.660731137,0.376824737,0.664090455,0.630823076,0.41290468
Argentina,Yes,No,Argentine Peso,2019,991646.3125,977420.5625,44.780677,20.64321518,1609.068998,3.09680438,826692.5625,930002.375,991465.4375,978558.8125,3374818.5,0.031311926,0.812184334,0.742373288,975569,822399.5625,921896.5,3399148.5,0.543917656,0.119155519,0.035492208,48.14789167,0.433223814,0.453534245,0.459516078,Extrapolated,Extrapolated,Market-based,Regular,Regular,0.620382965,0.105573431,0.224423245,0.102728277,-0.079542153,0.026434273,0.476809144,0.616059721,0.312738955,0.647736371,0.631129622,0.377945632
Australia,Yes,No,Australian Dollar,1990,491977.8125,507695.9688,16.960597,7.84548378,1863.959761,3.411076784,369832.125,498120.6563,499817.3438,507316.9063,2247378.75,0.058121733,0.809960604,0.785498381,555263.6875,389328,482878.0938,2769505.25,0.626008689,0.045726974,0.025679514,1.281056667,0.65955025,0.647324145,0.637754917,Interpolated,Benchmark,Market-based,Regular,Regular,0.590034783,0.25287652,0.138961434,0.160282403,-0.145090804,0.00293562,0.618169129,0.612078667,0.835255623,0.476932496,0.52485168,0.596201837
Australia,Yes,No,Australian Dollar,1991,493066.25,507724.75,17.18924,7.67402029,1850.484985,3.423622847,380006.3438,502575.7813,500745.5938,501758.9375,2368301.25,0.057561412,0.807902813,0.806307197,557552.375,398618,485781.7188,2816451.25,0.61731112,0.049334392,0.025697626,1.283755833,0.675225735,0.657151461,0.655824304,Interpolated,Benchmark,Market-based,Regular,Regular,0.609998286,0.244279534,0.147350147,0.146004871,-0.136908367,-0.010724489,0.633576393,0.601115108,0.847645283,0.556690395,0.55981344,0.569350779
Australia,Yes,No,Australian Dollar,1992,512335.6875,527872.6875,17.402173,7.635434628,1846.54406,3.436215162,389885.875,524874.3125,520647.0313,534908,2515180.25,0.058086019,0.82306242,0.802615762,580021.25,406723.25,503904.125,2870618.75,0.607275784,0.053043321,0.025699489,1.361648333,0.644473672,0.625428319,0.608754039,Interpolated,Benchmark,Market-based,Regular,Regular,0.582915127,0.252358198,0.14596884,0.179729909,-0.148305744,-0.012666419,0.60814929,0.570419729,0.789532363,0.437687784,0.511763632,0.525587142
Australia,Yes,No,Australian Dollar,1993,533360.125,547020.6875,17.603205,7.66720295,1863.784511,3.448853731,398819.6875,543603.5625,541615.125,547496.875,2680929.5,0.059555575,0.814883471,0.798192978,603128.6875,414407.625,518968.5625,2930325,0.601339638,0.055464871,0.025740581,1.47056,0.603955805,0.584771037,0.578488827,Interpolated,Benchmark,Market-based,Regular,Regular,0.58236295,0.264447004,0.146079004,0.165485546,-0.156241924,-0.002132542,0.572952986,0.531925142,0.727552414,0.462228417,0.495272696,0.476026803
Australia,Yes,No,Australian Dollar,1994,561455.5625,572406.1875,17.798529,7.922579765,1869.948752,3.461538792,418936.5625,577108.1875,565971.0625,570466.4375,2862218.75,0.061261393,0.808849216,0.80682075,626275.25,431694.3125,551105.375,3003980.75,0.604075372,0.05666193,0.025846856,1.367750833,0.655285299,0.638886809,0.633852303,Interpolated,Benchmark,Market-based,Regular,Regular,0.585288167,0.277267158,0.14908728,0.167246282,-0.166579187,-0.012309757,0.627002239,0.595453382,0.766318977,0.495279372,0.525299072,0.500198305
Australia,Yes,No,Australian Dollar,1995,589598.5,602171.25,17.993074,8.215477943,1870.329578,3.474270582,439133.2188,594370.3125,591684.4375,596964.5,3020165,0.061859712,0.815469265,0.802080512,650565.875,447194.375,567482,3076581,0.607523501,0.057834148,0.026034061,1.3490325,0.673321486,0.660984755,0.655138373,Interpolated,Benchmark,Market-based,Regular,Regular,0.585145354,0.260044128,0.150464892,0.168312132,-0.170734465,0.006767954,0.645431638,0.626086593,0.781782627,0.527492702,0.563397229,0.504488587
Australia,Yes,No,Australian Dollar,1996,620206.875,635900.6875,18.189277,8.321126938,1863.822992,3.487049341,454356.5938,616839.1875,618539.0625,625794.25,3139764,0.062410913,0.829887629,0.807714641,676370.8125,459446.1875,589021.8125,3154457.75,0.617958426,0.056583647,0.02629789,1.277863333,0.715468407,0.702536821,0.694391847,Benchmark,Benchmark,Market-based,Regular,Regular,0.580396652,0.259642243,0.145651266,0.18042767,-0.171611935,0.005494107,0.684187829,0.666375816,0.840116382,0.533225298,0.571728289,0.532833517
Australia,Yes,No,Australian Dollar,1997,651510.625,667289.5625,18.387214,8.382689476,1861.098508,3.49987483,479499.2813,654581.6875,648876.25,657848.125,3236536.75,0.062667891,0.838560164,0.824016273,707326.1875,481216.0938,622288.0625,3242560.25,0.611847579,0.057180248,0.026625682,1.34738,0.684417427,0.672662139,0.663488209,Interpolated,Benchmark,Market-based,Regular,Regular,0.580124497,0.266144097,0.148766026,0.187023088,-0.171012491,-0.0110452,0.658469856,0.640467942,0.785601914,0.510567307,0.549628913,0.523188233
Australia,Yes,No,Australian Dollar,1998,681906.3125,690270.0625,18.587021,8.528651237,1846.629559,3.512747765,507726.3438,692543.5625,676002.75,684062,3337077,0.062698476,0.833966255,0.828988135,743213.0625,507430.6875,657716.1875,3330681.75,0.613369346,0.054680061,0.026928063,1.591828333,0.584931076,0.57629621,0.569506586,Interpolated,Benchmark,Market-based,Regular,Regular,0.590523303,0.270176172,0.151699364,0.171476915,-0.172153622,-0.01172217,0.561543107,0.552574694,0.675973892,0.47577253,0.516069293,0.461109757
Australia,Yes,No,Australian Dollar,1999,718775.3125,725861.625,18.788186,8.681078911,1848.475003,3.525667667,533682.5,729866.8125,714437.125,722421.6875,3443201.5,0.062250972,0.836777687,0.821824074,772444.6875,527621.375,687379.5,3426859.5,0.605032027,0.056251496,0.027212368,1.54995,0.606275856,0.597068548,0.59046942,Benchmark,Benchmark,Market-based,Regular,Regular,0.588723183,0.271564782,0.150017783,0.160842642,-0.174551353,0.003402985,0.582367837,0.572021782,0.700099587,0.469328493,0.517038226,0.49097091
Australia,Yes,No,Australian Dollar,2000,729098.9375,746969,18.991431,8.902647018,1847.480068,3.538635492,545693.8125,726891.5,727518.875,744584.8125,3387999.25,0.058681339,0.839542627,0.788390756,787359.5,542554.9375,687722.5625,3497693.75,0.606546044,0.054033585,0.027462222,1.724826667,0.572560966,0.561875463,0.548997223,Interpolated,Benchmark,Market-based,Regular,Regular,0.583938658,0.243353993,0.148944721,0.195165306,-0.182037696,0.010634986,0.551413,0.529694915,0.655471623,0.438808382,0.499925762,0.485287815
Australia,Yes,No,Australian Dollar,2001,755777.5625,771091.5625,19.194672,9.01188755,1814.128932,3.527511835,561191.75,757821.0625,757759.8125,768420.875,3346541,0.057251144,0.865952015,0.819498003,818864.9375,559334.25,718161.9375,3580112.5,0.608154714,0.052398656,0.027727153,1.9334425,0.52493751,0.514818549,0.507676005,Interpolated,Benchmark,Market-based,Regular,Regular,0.58066839,0.255887568,0.149649799,0.187521249,-0.167437643,-0.006289325,0.506835759,0.485938549,0.595175683,0.439500958,0.47339347,0.469615847
Australia,Yes,No,Australian Dollar,2002,777223.9375,789873.25,19.401368,9.185278893,1808.12111,3.516423464,579948.4375,799667.5625,783175.125,793476.6875,3318803,0.05753741,0.868460536,0.833307803,843315.6875,580488.125,758469.25,3681222.75,0.600817263,0.052829195,0.02807105,1.8405625,0.57094723,0.555650055,0.548436165,Benchmark,Benchmark,Market-based,Regular,Regular,0.582009792,0.276906878,0.148885593,0.185815588,-0.183054134,-0.010563769,0.551199019,0.515273213,0.64814508,0.440749317,0.478840709,0.531085551
Australia,Yes,No,Australian Dollar,2003,813768.9375,823659.4375,19.624166,9.398048401,1801.574336,3.505369663,600598.125,842956.625,820682.9375,825010.0625,3457221.75,0.059151612,0.864015341,0.838046789,877516,608917.125,807982.875,3793366,0.601512074,0.051351652,0.028455021,1.541914167,0.702372849,0.680435956,0.676867068,Interpolated,Benchmark,Market-based,Regular,Regular,0.576201379,0.293764263,0.151787534,0.176085055,-0.19678992,-0.001048279,0.681878328,0.626073122,0.780172348,0.483570188,0.522437453,0.661913872
Australia,Yes,No,Australian Dollar,2004,844186.8125,853504.5625,19.879649,9.560890198,1799.364187,3.494350672,617338.6875,874635.75,851302.6875,855562.4375,3613358.5,0.061040696,0.855210066,0.825213015,905633.9375,634734.6875,848060,3910282.5,0.603244007,0.048447616,0.028901281,1.3597525,0.826106727,0.796822786,0.79285562,Interpolated,Benchmark,Market-based,Regular,Regular,0.569769204,0.300734431,0.151789725,0.19730036,-0.218076408,-0.001517336,0.801810026,0.726561308,0.917308688,0.512058616,0.557407677,0.785729825
Australia,Yes,No,Australian Dollar,2005,874395.125,917886.6875,20.17854,9.911472321,1797.073602,3.483366489,639696.875,911972.4375,895703.9375,912796.3125,3796032,0.063567348,0.85991174,0.796952605,930942.25,655170.375,880736.0625,4038025.25,0.593034625,0.049246971,0.029453211,1.309473333,0.882773042,0.849543571,0.833635628,Benchmark,Benchmark,Market-based,Regular,Regular,0.551122069,0.298287302,0.149688065,0.230100617,-0.228119314,-0.001078695,0.858137369,0.771472692,0.973476827,0.504677832,0.571493149,0.839255035
Australia,Yes,No,Australian Dollar,2006,907270.6875,937622.875,20.526303,10.164608,1786.906293,3.472416639,660980.8125,937429.625,922265.5625,931947.875,3904559.25,0.064809948,0.846996129,0.796124041,966729.75,687267.3125,926673.9375,4167987.25,0.588050246,0.049776498,0.030054498,1.327973441,0.916953862,0.887199998,0.877982557,Interpolated,Benchmark,Market-based,Regular,Regular,0.559603751,0.296635479,0.14964284,0.246893123,-0.248554394,-0.004220776,0.890039921,0.816059351,1.017601252,0.534569919,0.57416743,0.867530882
Australia,Yes,No,Australian Dollar,2007,938470.75,964050.375,20.916344,10.48900127,1786.251995,3.46150136,684612.875,973793.4375,949605.4375,954916.375,4011202.75,0.066733927,0.837169647,0.806110024,1002092.313,717995.1875,981351.9375,4311797,0.593336463,0.047204934,0.03069419,1.1950725,1.063150048,1.037419677,1.031649947,Interpolated,Benchmark,Market-based,Regular,Regular,0.56697315,0.302833378,0.149961695,0.250396222,-0.26194936,-0.008215118,1.030605316,0.976504922,1.186195016,0.58132863,0.623651445,1.016362071
Australia,Yes,No,Australian Dollar,2008,954499.9375,1015878.125,21.332282,10.75775719,1786.47658,3.450620174,690223.4375,968987.1875,971043.0625,1001650.688,4103279.25,0.067170709,0.851524472,0.783209741,1021502.75,728164.625,987840.125,4450216,0.569114029,0.051431719,0.031331923,1.192178333,1.108616948,1.088531017,1.055268526,Benchmark,Benchmark,Market-based,Regular,Regular,0.54092741,0.278304338,0.148158565,0.30158785,-0.275825679,0.006847538,1.069079399,1.038797855,1.252968907,0.619029641,0.69494468,1.069631577
Australia,Yes,No,Australian Dollar,2009,970867.5,1013711.313,21.750851,10.85353565,1757.960395,3.43977356,720192.6875,991833.0625,981726.1875,1010318.688,4165241,0.069977261,0.855551779,0.816224575,1042621.5,749150.875,1013735.313,4585471.5,0.577103138,0.04837808,0.031846326,1.28218881,1.045259833,1.033725858,1.004470825,Interpolated,Benchmark,Market-based,Regular,Regular,0.561178923,0.268866003,0.151658222,0.26246801,-0.238803029,-0.005368125,1.005571127,1.003146172,1.192119598,0.580745697,0.659020483,1.016272187
Australia,Yes,No,Australian Dollar,2010,1038249.75,1112663.75,22.154679,11.12126064,1763.322787,3.4289608,765024.25,1039904.313,1050050.375,1097911.875,4241993,0.072150424,0.885239601,0.80859977,1068298.625,777938.75,1058179.375,4723137,0.574954748,0.05097669,0.032272447,1.090159486,1.231929183,1.237524509,1.183576822,Interpolated,Benchmark,Market-based,Regular,Regular,0.549094439,0.250366241,0.147704855,0.312648296,-0.255624384,-0.004189456,1.179402709,1.253097177,1.42719686,0.603040934,0.67342937,1.245702147
